t,ref_q,q,ref_qd,qd,ref_qdd,V,i_est
0.122,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.123,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.124,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.125,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.126,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.127,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.128,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.129,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.13,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.131,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.132,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.133,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.134,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.135,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.136,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.137,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.138,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.139,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.14,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.141,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.142,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.143,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.144,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.145,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.146,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.147,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.148,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.149,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.15,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.151,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.152,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.153,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.154,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.155,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.156,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.157,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.158,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.159,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.16,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.161,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.162,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.163,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.164,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.165,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.166,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.167,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.168,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.169,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.17,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.171,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.172,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.173,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.174,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.175,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.176,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.177,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.178,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.179,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.18,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.181,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.182,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.183,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.184,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.185,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.186,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.187,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.188,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.189,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.19,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.191,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.192,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.193,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.194,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.195,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.196,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.197,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.198,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.199,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.2,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.201,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.202,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.203,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.204,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.205,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.206,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.207,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.208,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.209,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.21,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.211,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.212,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.213,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.214,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.215,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.216,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.217,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.218,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.219,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.22,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.221,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.222,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.223,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.224,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.225,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.226,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.227,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.228,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.229,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.23,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.231,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.232,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.233,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.234,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.235,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.236,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.237,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.238,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.239,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.24,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.241,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.242,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.243,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.244,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.245,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.246,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.247,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.248,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.249,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.25,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.251,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.252,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.253,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.254,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.255,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.256,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.257,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.258,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.259,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.26,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.261,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.262,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.263,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.264,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.265,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.266,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.267,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.268,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.269,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.27,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.271,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.272,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.273,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.274,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.275,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.276,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.277,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.278,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.279,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.28,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.281,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.282,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.283,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.284,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.285,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.286,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.287,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.288,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.289,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.29,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.291,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.292,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.293,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.294,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.295,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.296,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.297,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.298,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.299,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.3,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.301,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.302,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.303,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.304,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.305,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.306,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.307,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.308,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.309,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.31,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.311,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.312,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.313,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.314,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.315,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.316,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.317,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.318,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.319,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.32,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.321,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.322,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.323,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.324,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.325,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.326,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.327,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.328,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.329,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.33,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.331,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.332,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.333,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.334,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.335,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.336,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.337,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.338,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.339,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.34,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.341,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.342,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.343,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.344,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.345,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.346,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.347,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.348,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.349,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.35,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.351,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.352,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.353,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.354,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.355,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.356,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.357,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.358,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.359,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.36,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.361,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.362,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.363,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.364,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.365,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.366,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.367,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.368,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.369,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.37,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.371,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.372,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.373,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.374,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.375,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.376,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.377,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.378,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.379,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.38,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.381,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.382,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.383,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.384,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.385,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.386,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.387,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.388,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.389,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.39,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.391,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.392,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.393,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.394,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.395,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.396,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
0.397,0.0,-0.008,0.0,0.0,0.0,-0.011,-0.005
